-1.309, inf
-1.308, inf
-1.307, inf
-1.306, inf
-1.305, inf
-1.304, inf
-1.303, inf
-1.302, inf
-1.301, inf
-1.3, inf
-1.299, inf
-1.298, inf
-1.297, inf
-1.296, inf
-1.295, inf
-1.294, inf
-1.293, inf
-1.292, inf
-1.291, inf
-1.29, inf
-1.289, inf
-1.288, inf
-1.287, inf
-1.286, inf
-1.285, inf
-1.284, inf
-1.283, inf
-1.282, inf
-1.281, inf
-1.28, inf
-1.279, inf
-1.278, inf
-1.277, inf
-1.276, inf
-1.275, inf
-1.274, inf
-1.273, inf
-1.272, inf
-1.271, inf
-1.27, inf
-1.269, inf
-1.268, inf
-1.267, inf
-1.266, inf
-1.265, inf
-1.264, inf
-1.263, inf
-1.262, inf
-1.261, inf
-1.26, inf
-1.259, inf
-1.258, inf
-1.257, inf
-1.256, inf
-1.255, inf
-1.254, inf
-1.253, inf
-1.252, inf
-1.251, inf
-1.25, inf
-1.249, inf
-1.248, inf
-1.247, inf
-1.246, inf
-1.245, inf
-1.244, inf
-1.243, inf
-1.242, inf
-1.241, inf
-1.24, inf
-1.239, inf
-1.238, inf
-1.237, inf
-1.236, inf
-1.235, inf
-1.234, inf
-1.233, inf
-1.232, inf
-1.231, inf
-1.23, inf
-1.229, inf
-1.228, inf
-1.227, inf
-1.226, inf
-1.225, inf
-1.224, inf
-1.223, inf
-1.222, inf
-1.221, inf
-1.22, inf
-1.219, inf
-1.218, inf
-1.217, inf
-1.216, inf
-1.215, inf
-1.214, inf
-1.213, inf
-1.212, 2.18493
-1.211, 2.18493
-1.21, 2.18493
-1.209, 2.18493
-1.208, 2.18493
-1.207, 2.16717
-1.206, 2.16717
-1.205, 2.16717
-1.204, 2.16717
-1.203, 2.16717
-1.202, 2.163
-1.201, 2.163
-1.2, 2.163
-1.199, 2.163
-1.198, 2.163
-1.197, 2.16392
-1.196, 2.16392
-1.195, 2.16392
-1.194, 2.16392
-1.193, 2.16392
-1.192, 2.16287
-1.191, 2.16287
-1.19, 2.16287
-1.189, 2.16287
-1.188, 2.16287
-1.187, 2.16395
-1.186, 2.16395
-1.185, 2.16395
-1.184, 2.16395
-1.183, 2.16395
-1.182, 2.16328
-1.181, 2.16328
-1.18, 2.16328
-1.179, 2.16328
-1.178, 2.16328
-1.177, 2.16329
-1.176, 2.16329
-1.175, 2.16329
-1.174, 2.16329
-1.173, 2.16422
-1.172, 2.16422
-1.171, 2.16422
-1.17, 2.16422
-1.169, 2.16422
-1.168, 2.16422
-1.167, 2.16318
-1.166, 2.16318
-1.165, 2.16318
-1.164, 2.16318
-1.163, 2.16318
-1.162, 2.16426
-1.161, 2.16426
-1.16, 2.16426
-1.159, 2.16426
-1.158, 2.16426
-1.157, 2.16359
-1.156, 2.16359
-1.155, 2.16359
